단속일시,단속원금,단속동,단속장소,위반내용,견인지시
2023-01-03 19:53,32000,광장동,광장 힐스테이 상가 건너편,주차금지(황색점선)구역,미견인
2023-01-03 19:56,32000,구의동,강변역 1번 출구,주정차금지(황색실선)구역,미견인
2023-01-03 20:00,40000,중곡동,440,버스정류소,미견인
2023-01-03 20:04,32000,자양동,740,횡단보도,미견인
2023-01-03 20:40,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2023-01-03 20:43,16000,구의동,강변 스파랜드 앞,교통소통장애,미견인
2023-01-03 20:44,50000,중곡동,태양주유소 앞,주차금지(황색점선)구역,미견인
2023-01-03 21:29,32000,자양동,건대역약국 앞,교통소통장애,미견인
2023-01-03 21:53,32000,구의동,구의동 웰츠타워 앞,교통소통장애,미견인
2023-01-03 21:55,32000,광장동,453-7,교차로,미견인
2023-01-03 21:58,32000,광장동,486-1,교차로,미견인
2023-01-03 22:00,40000,자양동,204-1,보도,미견인
2023-01-04 7:02,32000,자양동,파리바게트 앞,주차금지(황색점선)구역,미견인
2023-01-04 7:09,40000,화양동,건국대병원 맞은편,주정차금지(황색실선)구역,미견인
2023-01-04 7:18,40000,광장동,광현교회 앞,주차금지(황색점선)구역,미견인
2023-01-04 7:32,40000,군자동,광진광장,주정차금지(황색실선)구역,미견인
2023-01-04 7:47,40000,광장동,광현교회 앞,횡단보도,미견인
2023-01-04 8:15,40000,자양동,816-57,교차로,미견인
2023-01-04 8:33,32000,군자동,세종대정문,주차금지(황색점선)구역,미견인
2023-01-04 8:35,32000,자양동,서울 광진구 구의동 600,교통소통장애,미견인
2023-01-04 8:47,40000,자양동,서울 광진구 자양동 732-2,보도,미견인
2023-01-04 8:50,32000,광장동,서울 광진구 광장동 100,안전지대,미견인
2023-01-04 8:50,40000,자양동,서울 광진구 자양동 742,도로 모퉁이,미견인
2023-01-04 8:51,32000,광장동,서울 광진구 광장동 100,안전지대,미견인
2023-01-04 8:51,40000,광장동,서울 광진구 광장동 100,안전지대,미견인
2023-01-04 8:52,32000,광장동,서울 광진구 광장동 100,안전지대,미견인
2023-01-04 9:05,32000,구의동,지너스타워 주차장 앞,교통소통장애,미견인
2023-01-04 9:06,40000,구의동,강변역 4번 출구,주차금지(황색점선)구역,미견인
2023-01-04 9:20,32000,광장동,서울 광진구 광장동 172-8,횡단보도,미견인
2023-01-04 9:21,32000,광장동,서울 광진구 광장동 172-8,횡단보도,미견인
2023-01-04 9:33,40000,화양동,서울특별시 광진구 능동로19길 47,교통소통장애,미견인
2023-01-04 9:43,32000,군자동,광진광장,주정차금지(황색실선)구역,미견인
2023-01-04 9:52,32000,자양동,712,보도,미견인
2023-01-04 9:55,32000,자양동,794-10,보도,미견인
2023-01-04 10:00,32000,구의동,서울 광진구 구의동 114,교통소통장애,미견인
2023-01-04 10:27,32000,군자동,광진광장,주차금지(황색점선)구역,미견인
2023-01-04 10:41,104000,구의동,서울 광진구 구의동 131,교통소통장애,미견인
2023-01-04 10:44,32000,중곡동,신성슈퍼마켓 앞,주차금지(황색점선)구역,미견인
2023-01-04 11:04,50000,구의동,203-27,보도,미견인
2023-01-04 11:21,32000,구의동,구의동 웰츠타워 앞,주정차금지(황색실선)구역,미견인
2023-01-04 11:28,32000,구의동,강변역 1번 출구,주정차금지(황색실선)구역,미견인
2023-01-04 11:36,120000,중곡동,신성그랜드타워 앞,보도,미견인
2023-01-04 11:41,32000,중곡동,신성슈퍼마켓 앞,주차금지(황색점선)구역,미견인
2023-01-04 12:15,40000,자양동,2-76,보도,미견인
2023-01-04 12:29,40000,구의동,리젠트오피스텔건너편,교통소통장애,미견인
2023-01-04 12:39,32000,구의동,강변 스파랜드 앞,교통소통장애,미견인
2023-01-04 12:40,40000,중곡동,서울특별시 광진구 면목로 154,보도,미견인
2023-01-04 12:40,40000,중곡동,태양주유소 앞,주차금지(황색점선)구역,미견인
2023-01-04 12:57,32000,광장동,광장 힐스테이 상가 건너편,주차금지(황색점선)구역,미견인
2023-01-04 13:01,40000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2023-01-04 13:10,32000,중곡동,신성슈퍼마켓 앞,주차금지(황색점선)구역,미견인
2023-01-04 13:31,32000,중곡동,신성그랜드타워 앞,보도,미견인
2023-01-04 13:41,40000,자양동,서울특별시 광진구 아차산로 192,교통소통장애,미견인
2023-01-04 13:43,50000,자양동,서울 광진구 자양동 23-2,교통소통장애,미견인
2023-01-04 13:44,32000,자양동,서울 광진구 자양동 23-2,교통소통장애,미견인
2023-01-04 13:45,40000,자양동,서울 광진구 자양동 23-2,교통소통장애,미견인
2023-01-04 13:54,32000,화양동,서울 광진구 화양동 12-63,교통소통장애,미견인
2023-01-04 14:21,32000,구의동,구의동 웰츠타워 앞,교통소통장애,미견인
2023-01-04 15:00,32000,능동,279-2,보도,미견인
2023-01-04 15:13,32000,중곡동,신성슈퍼마켓 앞,주차금지(황색점선)구역,미견인
2023-01-04 15:17,32000,중곡동,태양주유소 앞,주차금지(황색점선)구역,미견인
2023-01-04 15:18,32000,구의동,강변 스파랜드 앞,교통소통장애,미견인
2023-01-04 15:24,40000,군자동,스테이더디자이너스 군자 인근,주정차금지(황색실선)구역,미견인
2023-01-04 15:34,120000,군자동,노인종합복지관 앞,주차금지(황색점선)구역,미견인
2023-01-04 16:31,32000,구의동,현대2단지아파트 앞,주정차금지(황색실선)구역,미견인
2023-01-04 16:59,40000,능동,서울시민안전체험관 앞,주차금지(황색점선)구역,미견인
2023-01-04 17:04,32000,구의동,구의동 웰츠타워 앞,횡단보도,미견인
2023-01-04 17:04,32000,구의동,구의동 웰츠타워 앞,교통소통장애,미견인
