단속일시,단속원금,단속동,단속장소,위반내용,견인지시
2022-03-12 12:29,40000,구의동,서울특별시 광진구 아차산로 431,교통소통장애,미견인
2022-03-12 12:30,40000,구의동,서울특별시 광진구 아차산로 431,교통소통장애,미견인
2022-03-12 14:07,40000,구의동,동서울터미널 ,주정차금지(황색실선)구역,미견인
2022-03-12 14:25,40000,중곡동,서울 광진구 중곡동 438-3 긴고랑로171,버스정류소,견인처리
2022-03-12 14:30,40000,자양동,서울특별시 광진구 아차산로 345,교통소통장애,미견인
2022-03-12 14:31,40000,자양동,서울특별시 광진구 아차산로 345,교통소통장애,미견인
2022-03-12 14:32,40000,자양동,서울특별시 광진구 아차산로 345,교통소통장애,미견인
2022-03-12 14:36,40000,광장동,서울특별시 광진구 아차산로 506,교통소통장애,미견인
2022-03-12 14:41,120000,광장동,서울특별시 광진구 아차산로69길 6,교통소통장애,미견인
2022-03-12 14:46,40000,구의동,서울 광진구 구의동 218-25,교통소통장애,미견인
2022-03-12 14:48,40000,구의동,서울 광진구 구의동 218-25,교통소통장애,미견인
2022-03-12 14:49,40000,자양동,서울 광진구 자양동 854-1,보도,미견인
2022-03-12 14:50,40000,구의동,서울 광진구 구의동 218-25,도로 모퉁이,미견인
2022-03-12 14:58,40000,자양동,서울 광진구 자양동 550-2,안전지대,견인처리
2022-03-12 15:03,40000,광장동,"서울특별시 광진구 아차산로 437 (구의동, 퓨젼빌)",교통소통장애,미견인
2022-03-12 15:10,40000,광장동,서울 광진구 광장동 577,교통소통장애,미견인
2022-03-12 15:11,40000,광장동,서울 광진구 광장동 577,교통소통장애,미견인
2022-03-12 15:12,40000,광장동,서울 광진구 광장동 577,교통소통장애,견인처리
2022-03-12 15:15,40000,능동,서울 광진구 능동 257-26,주차구획선외 주차,미견인
2022-03-12 15:16,40000,능동,서울 광진구 능동 257-26,주차구획선외 주차,미견인
2022-03-12 15:17,40000,능동,서울 광진구 능동 257-26,주차구획선외 주차,미견인
2022-03-12 15:18,40000,능동,서울 광진구 능동 257-26,주차구획선외 주차,미견인
2022-03-12 15:23,40000,구의동,서울특별시 광진구 천호대로130길 20,교통소통장애,견인처리
2022-03-12 15:34,40000,화양동,서울 광진구 화양동 111-219,도로 모퉁이,미견인
2022-03-12 16:27,40000,중곡동,서울특별시 광진구 면목로 188,보도,미견인
2022-03-12 16:29,40000,중곡동,서울 광진구 중곡동 204,보도,미견인
2022-03-12 16:36,40000,화양동,서울특별시 광진구 능동로13길 12,교통소통장애,미견인
2022-03-12 16:37,40000,화양동,서울특별시 광진구 능동로13길 12,교통소통장애,미견인
2022-03-12 16:40,40000,중곡동,서울특별시 광진구 능동로 지하 417,소방기계 비치장소,미견인
2022-03-12 16:41,40000,광장동,서울 광진구 광장동 577,교통소통장애,견인처리
2022-03-12 16:51,40000,중곡동,서울 광진구 중곡동 482-1,도로 모퉁이,미견인
2022-03-12 16:58,40000,중곡동,서울특별시 광진구 용마산로16길 5,보도,미견인
2022-03-12 17:09,40000,중곡동,서울 광진구 중곡동 29-2,교통소통장애,미견인
2022-03-12 17:12,40000,능동,서울특별시 광진구 능동로 286,보도,미견인
2022-03-12 17:14,40000,능동,서울특별시 광진구 능동로 288,보도,미견인
2022-03-12 17:16,40000,중곡동,서울 광진구 중곡동 204,보도,미견인
2022-03-12 17:20,40000,구의동,서울특별시 광진구 아차산로 439,교통소통장애,미견인
2022-03-12 17:20,40000,화양동,서울특별시 광진구 동일로26길 52,교통소통장애,미견인
2022-03-12 17:22,40000,구의동,서울 광진구 구의동 220-41,교통소통장애,미견인
2022-03-12 17:23,40000,구의동,서울 광진구 구의동 220-41,교통소통장애,미견인
2022-03-12 17:32,40000,중곡동,서울특별시 광진구 영화사로 17,버스정류소,미견인
2022-03-12 17:33,40000,자양동,서울특별시 광진구 능동로3길 17,교통소통장애,미견인
2022-03-12 17:41,40000,군자동,서울특별시 광진구 광나루로 381-1,안전지대,미견인
2022-03-12 17:42,40000,중곡동,서울특별시 광진구 영화사로 17,버스정류소,미견인
2022-03-12 17:42,40000,군자동,서울특별시 광진구 광나루로 381-1,안전지대,미견인
2022-03-12 17:43,40000,광장동,서울특별시 광진구 아차산로76가길 12,교통소통장애,미견인
2022-03-12 17:43,40000,자양동,서울 광진구 자양동 712,교통소통장애,미견인
2022-03-12 17:43,40000,군자동,서울특별시 광진구 광나루로 381-1,안전지대,미견인
2022-03-12 17:44,40000,군자동,서울특별시 광진구 광나루로 381-1,안전지대,미견인
2022-03-12 17:45,40000,군자동,서울특별시 광진구 광나루로 379,안전지대,미견인
2022-03-12 17:46,40000,군자동,서울특별시 광진구 광나루로 379,안전지대,미견인
