단속일시,단속원금,단속동,단속장소,위반내용,견인지시,경도,위도,행정동코드,행정동명
2023-03-16 15:54,32000,자양동,553-594,보도,미견인,123.7417741,32.5220203,,
2023-03-16 16:15,32000,능동,7호선 군자역 현대홈마트 인근,주정차금지(황색실선)구역,미견인,123.7417741,32.5220203,,
2023-03-16 16:25,32000,군자동,두산위브 앞,주차금지(황색점선)구역,미견인,123.7417741,32.5220203,,
2023-03-16 16:42,96000,자양동,성동초등학교 앞,주정차금지(황색실선)구역,미견인,127.0370614,37.5633851,,
2023-03-16 16:50,32000,자양동,건대역약국 앞,횡단보도,미견인,123.7417741,32.5220203,,
2023-03-16 16:51,32000,중곡동,132-9,보도,미견인,123.7417741,32.5220203,,
2023-03-16 16:53,32000,자양동,자양호반써밋플레이스 앞,주차금지(황색점선)구역,미견인,123.7417741,32.5220203,,
2023-03-16 17:08,32000,구의동,서울 광진구 구의동 593-15,보도,미견인,127.0912976,37.5349004,1121587000,구의3동
2023-03-16 17:10,120000,중곡동,중곡지구대 앞,주차금지(황색점선)구역,미견인,123.7417741,32.5220203,,
2023-03-16 17:14,32000,능동,282-6,보도,미견인,123.7417741,32.5220203,,
2023-03-16 17:19,32000,구의동,리젠트오피스텔건너편,주차금지(황색점선)구역,미견인,123.7417741,32.5220203,,
2023-03-16 17:31,32000,구의동,동서울터미널 주차장 앞,주정차금지(황색실선)구역,미견인,126.9778779,37.5664106,,
2023-03-16 17:33,96000,구의동,프라임아파트 정문(213동),주정차금지(황색실선)구역,미견인,123.7417741,32.5220203,,
2023-03-16 17:42,32000,중곡동,혜원약국 앞,보도,미견인,123.7417741,32.5220203,,
2023-03-16 17:43,32000,자양동,더라움펜트하우스 앞,주정차금지(황색실선)구역,미견인,123.7417741,32.5220203,,
2023-03-16 18:09,8000,자양동,파리바게트 앞,주차금지(황색점선)구역,미견인,123.7417741,32.5220203,,
2023-03-16 18:11,32000,중곡동,161-24,보도,미견인,123.7417741,32.5220203,,
2023-03-16 18:13,32000,광장동,올림픽대교북단사거리,주정차금지(황색실선)구역,미견인,123.7417741,32.5220203,,
2023-03-16 18:23,32000,구의동,지너스타워 주차장 앞,횡단보도,미견인,123.7417741,32.5220203,,
2023-03-16 18:26,40000,구의동,구의동 웰츠타워 앞,주정차금지(황색실선)구역,미견인,127.0931368,37.5502684,,
2023-03-16 18:33,32000,구의동,강변역 4번 출구,주차금지(황색점선)구역,미견인,123.7417741,32.5220203,,
2023-03-16 18:57,32000,구의동,프라임아파트 정문(213동),주정차금지(황색실선)구역,미견인,123.7417741,32.5220203,,
2023-03-16 18:59,32000,자양동,627-2,보도,미견인,123.7417741,32.5220203,,
2023-03-16 19:04,32000,자양동,서울 광진구 자양동 794-10,보도,미견인,127.076681,37.5365621,1121582000,자양1동
2023-03-16 19:11,32000,구의동,현대2단지아파트 앞,주정차금지(황색실선)구역,미견인,123.7417741,32.5220203,,
2023-03-16 19:15,32000,중곡동,신성슈퍼마켓 앞,주차금지(황색점선)구역,미견인,123.7417741,32.5220203,,
2023-03-16 19:15,32000,화양동,서울특별시 광진구 능동로 172,교통소통장애,미견인,127.0737934,37.5458923,1121571000,화양동
2023-03-16 19:16,104000,중곡동,국립정신건강센터 건너편,주차금지(황색점선)구역,미견인,123.7417741,32.5220203,,
2023-03-16 19:16,32000,화양동,서울특별시 광진구 능동로 172,교통소통장애,미견인,127.0737934,37.5458923,1121571000,화양동
2023-03-16 19:17,32000,구의동,구의동 웰츠타워 앞,교통소통장애,미견인,127.0931368,37.5502684,,
2023-03-16 19:35,32000,광장동,올림픽대교북단사거리,주정차금지(황색실선)구역,미견인,123.7417741,32.5220203,,
2023-03-16 19:36,32000,자양동,더라움펜트하우스 앞,주정차금지(황색실선)구역,미견인,123.7417741,32.5220203,,
2023-03-16 19:44,40000,중곡동,서울 광진구 중곡동 316-1,교통소통장애,미견인,127.0874179,37.5691373,1121577000,중곡4동
2023-03-16 19:52,40000,광장동,서울 광진구 광장동 74,안전지대,미견인,127.1103513,37.5520843,1121581000,광장동
2023-03-16 19:54,32000,광장동,서울 광진구 광장동 74,안전지대,미견인,127.1103513,37.5520843,1121581000,광장동
2023-03-16 20:04,32000,군자동,서울 광진구 군자동 200-27,교통소통장애,견인처리,127.0776962,37.5551856,1121573000,군자동
2023-03-16 20:08,32000,능동,서울 광진구 능동 18-47,보도,견인처리,127.0750723,37.5486235,1121578000,능동
2023-03-16 20:15,32000,광장동,광장 힐스테이 상가 건너편,주차금지(황색점선)구역,미견인,123.7417741,32.5220203,,
2023-03-16 20:34,32000,자양동,파리바게트 앞,주차금지(황색점선)구역,미견인,123.7417741,32.5220203,,
2023-03-16 20:47,32000,구의동,구의동 웰츠타워 앞,횡단보도,미견인,127.0931368,37.5502684,,
2023-03-16 20:55,32000,구의동,강변역 4번 출구,안전지대,미견인,123.7417741,32.5220203,,
2023-03-16 21:42,32000,자양동,서울특별시 광진구 동일로12길 28,교차로,미견인,127.0636507,37.5398024,1121584700,자양4동
2023-03-16 21:43,32000,광장동,566,버스정류소,미견인,123.7417741,32.5220203,,
2023-03-16 21:45,32000,중곡동,서울 광진구 중곡동 277-5,횡단보도,미견인,127.0813498,37.5627288,1121574000,중곡1동
2023-03-16 21:52,32000,중곡동,서울 광진구 중곡동 277-5,버스정류소,미견인,127.0813498,37.5627288,1121574000,중곡1동
